booking_id,booking_date,checkin_date,checkout_date,nights_stayed,adults,children,room_type,booking_channel,country,price_per_night,special_requests,is_canceled,previous_stays,satisfaction_score
BK001781,2022-06-13,2022-11-10,2022-11-12,2,3,2,Standard,OTA,UK,135.66,3,0,0,3.4
BK001782,2024-07-14,2024-07-31,2024-08-03,3,1,1,Executive,Corporate,IT,513.11,1,0,0,4.1
BK001783,2022-02-05,2022-07-31,2022-08-03,3,3,1,Deluxe,Travel_Agent,US,242.93,0,0,3,4.6
BK001784,2023-01-29,2023-06-11,2023-06-22,11,1,1,Executive,Direct,CH,511.75,2,1,0,0
BK001785,2023-01-22,2023-04-13,2023-04-22,9,2,0,Deluxe,Corporate,NL,196.85,2,0,2,4.3
BK001786,2025-06-20,2025-06-21,2025-07-03,12,2,0,Suite,Direct,NL,445.78,3,0,0,4.9
BK001787,2023-07-09,2023-09-05,2023-09-18,13,3,0,Standard,OTA,ES,152.74,0,0,0,3.3
BK001788,2025-03-10,2025-07-04,2025-07-12,8,3,0,Deluxe,OTA,UK,219.15,0,0,0,4.9
BK001789,2025-05-07,2025-10-23,2025-10-26,3,2,1,Standard,Travel_Agent,CH,120.19,0,0,0,4.7
BK001790,2022-06-26,2022-12-14,2022-12-18,4,1,0,Deluxe,Corporate,ES,256.77,0,0,7,4
BK001791,2024-01-23,2024-02-19,2024-03-03,13,3,0,Deluxe,Direct,CA,174.65,0,0,0,3.7
BK001792,2024-06-26,2024-08-24,2024-08-30,6,2,1,Deluxe,OTA,ES,250.98,2,0,0,3.4
BK001793,2024-06-02,2024-09-07,2024-09-15,8,1,2,Suite,Corporate,CA,381.43,2,0,5,4.5
BK001794,2023-03-05,2023-08-24,2023-08-26,2,3,0,Suite,Direct,ES,404.7,0,0,0,4.9
BK001795,2025-11-19,2026-01-12,2026-01-22,10,2,0,Standard,OTA,FR,135.81,2,0,0,3.4
BK001796,2024-01-28,2024-07-11,2024-07-12,1,2,0,Standard,Direct,CA,143.95,0,0,7,3.8
BK001797,2022-07-02,2022-10-22,2022-10-27,5,2,1,Deluxe,Travel_Agent,DE,196.21,0,0,0,4.9
BK001798,2022-02-22,2022-07-03,2022-07-09,6,3,0,Suite,Corporate,FR,340.58,0,0,0,4.4
BK001799,2023-02-06,2023-03-06,2023-03-14,8,3,0,Deluxe,Travel_Agent,ES,206.4,2,0,0,5
BK001800,2024-10-12,2024-11-27,2024-12-09,12,2,0,Suite,OTA,UK,283.11,0,0,0,4.2
BK001801,2025-07-11,2025-07-13,2025-07-15,2,2,0,Suite,Travel_Agent,UK,428.82,4,0,7,4.2
BK001802,2022-10-21,2022-11-16,2022-11-18,2,1,1,Standard,Corporate,IT,135.36,0,0,0,4.5
BK001803,2025-04-02,2025-06-08,2025-06-09,1,1,0,Deluxe,OTA,ES,252.45,0,0,0,3.5
BK001804,2024-11-09,2025-01-13,2025-01-26,13,2,0,Deluxe,Corporate,BE,267.62,0,0,0,4.8
BK001805,2022-01-16,2022-02-26,2022-03-10,12,1,0,Standard,Travel_Agent,US,127.86,0,0,0,3.5
BK001806,2022-11-30,2023-02-28,2023-03-05,5,3,1,Deluxe,Travel_Agent,US,177.59,3,0,4,4
BK001807,2025-09-29,2025-10-22,2025-10-30,8,3,0,Standard,OTA,BE,111.21,0,0,0,3.6
BK001808,2024-07-10,2024-11-24,2024-12-06,12,3,0,Executive,Travel_Agent,IT,391.55,0,0,0,3.9
BK001809,2023-03-05,2023-07-07,2023-07-19,12,3,2,Deluxe,Corporate,ES,215.01,0,0,7,4.5
BK001810,2024-03-16,2024-05-15,2024-05-18,3,1,0,Standard,Travel_Agent,BE,106.36,2,0,0,4.6
BK001811,2023-03-30,2023-09-25,2023-10-05,10,2,0,Standard,Travel_Agent,IT,159.99,0,0,0,3.3
BK001812,2025-08-01,2025-12-31,2026-01-04,4,2,0,Executive,Travel_Agent,BE,529.05,0,0,2,4.3
BK001813,2022-09-01,2022-10-18,2022-10-20,2,2,0,Standard,Corporate,CA,130.3,0,0,0,4.7
BK001814,2024-07-16,2024-12-14,2024-12-21,7,3,0,Standard,OTA,BE,153.95,0,0,0,4.8
BK001815,2025-11-12,2026-01-04,2026-01-09,5,2,0,Deluxe,Corporate,NL,219.34,0,0,0,4
BK001816,2025-07-08,2025-11-07,2025-11-08,1,2,0,Standard,OTA,BE,130.56,2,0,0,4.6
BK001817,2024-08-13,2024-10-12,2024-10-24,12,3,2,Suite,Direct,FR,319.6,4,0,0,5
BK001818,2022-08-13,2022-10-02,2022-10-03,1,2,0,Standard,Corporate,US,131.77,4,0,0,4.5
BK001819,2023-02-25,2023-08-18,2023-08-24,6,3,1,Deluxe,Travel_Agent,US,253.63,0,0,0,3.3
BK001820,2025-11-13,2026-04-14,2026-04-22,8,3,1,Executive,OTA,ES,341.59,2,0,0,4.5
BK001821,2022-02-05,2022-07-05,2022-07-12,7,1,0,Suite,Travel_Agent,FR,356.06,1,0,0,3.7
BK001822,2024-12-29,2025-06-01,2025-06-08,7,3,0,Standard,Direct,CA,187.35,0,0,6,4.1
BK001823,2025-06-28,2025-11-15,2025-11-27,12,1,0,Standard,Travel_Agent,CA,135.24,0,0,0,3.4
BK001824,2025-09-26,2025-11-05,2025-11-14,9,2,0,Suite,Corporate,FR,272.28,0,0,0,4.5
BK001825,2023-02-05,2023-05-20,2023-05-21,1,3,0,Executive,OTA,IT,432.78,0,0,0,3.7
BK001826,2022-06-07,2022-11-29,2022-12-08,9,3,0,Standard,Corporate,ES,128.52,4,0,0,3.8
BK001827,2024-03-11,2024-04-14,2024-04-18,4,2,2,Standard,Direct,IT,128.28,0,0,0,4.1
BK001828,2024-06-16,2024-09-06,2024-09-15,9,1,0,Standard,OTA,BE,159.2,0,0,0,4.1
BK001829,2023-02-23,2023-06-24,2023-06-25,1,2,0,Suite,OTA,IT,342.01,4,0,0,3.8
BK001830,2024-11-25,2025-02-25,2025-02-26,1,1,0,Executive,Corporate,ES,344.74,0,0,0,4.5
BK001831,2025-03-17,2025-07-20,2025-07-30,10,3,1,Executive,OTA,US,551.76,0,1,0,0
BK001832,2024-11-12,2025-02-01,2025-02-14,13,3,0,Executive,Travel_Agent,DE,435.15,0,0,0,4.1
BK001833,2024-04-29,2024-07-08,2024-07-19,11,1,0,Executive,OTA,NL,518.3,0,0,0,4.9
BK001834,2024-02-23,2024-07-02,2024-07-09,7,2,0,Suite,OTA,US,400.86,0,1,0,0
BK001835,2023-03-26,2023-06-20,2023-06-22,2,3,0,Standard,OTA,ES,163.69,0,0,6,4.5
BK001836,2022-12-29,2023-06-02,2023-06-03,1,1,0,Executive,Direct,UK,585.36,4,0,0,4.1
BK001837,2022-10-29,2022-11-22,2022-11-28,6,1,1,Standard,Travel_Agent,CH,105.62,1,0,4,3.9
BK001838,2023-07-29,2024-01-22,2024-01-25,3,3,2,Suite,Direct,US,398.69,0,0,1,4.1
BK001839,2023-05-24,2023-10-21,2023-10-28,7,2,0,Executive,Corporate,CA,331.57,3,0,0,3.8
BK001840,2025-06-05,2025-07-27,2025-08-05,9,3,0,Standard,Travel_Agent,UK,152.1,2,0,3,4.5
BK001841,2024-04-23,2024-10-20,2024-10-31,11,3,2,Standard,Direct,CA,114.84,3,0,1,4.4
BK001842,2025-06-28,2025-12-18,2025-12-22,4,2,1,Standard,Direct,BE,142.75,0,0,0,4.8
BK001843,2023-05-23,2023-07-21,2023-07-30,9,2,1,Standard,Corporate,ES,154.58,4,0,0,5
BK001844,2022-08-29,2023-02-14,2023-02-22,8,1,1,Deluxe,Direct,CH,160.17,0,0,0,4.9
BK001845,2023-06-02,2023-07-20,2023-08-02,13,1,2,Executive,Travel_Agent,DE,482.1,0,0,0,4.7
BK001846,2024-10-07,2024-10-14,2024-10-26,12,3,1,Deluxe,Direct,BE,201.7,0,0,0,4.6
BK001847,2022-05-26,2022-08-16,2022-08-20,4,2,0,Deluxe,Travel_Agent,CA,251.5,0,0,4,4.1
BK001848,2025-02-07,2025-02-15,2025-02-25,10,1,0,Suite,Direct,DE,251.62,0,0,0,4.1
BK001849,2023-02-12,2023-03-15,2023-03-22,7,3,2,Suite,OTA,US,240.49,1,0,0,5
BK001850,2025-11-16,2026-04-19,2026-04-28,9,3,0,Standard,Direct,ES,105.32,4,1,0,0
BK001851,2022-12-06,2022-12-22,2022-12-30,8,2,0,Standard,Direct,IT,164.4,0,1,0,0
BK001852,2024-12-11,2025-02-19,2025-02-27,8,2,0,Executive,Corporate,FR,327.02,0,0,6,3.7
BK001853,2023-10-18,2024-03-17,2024-03-28,11,3,0,Standard,Corporate,ES,103.24,0,0,0,4.2
BK001854,2025-01-25,2025-02-21,2025-02-27,6,1,0,Suite,OTA,US,300.16,0,0,0,4.3
BK001855,2022-11-14,2023-03-16,2023-03-23,7,2,0,Suite,Travel_Agent,CH,289.4,0,1,0,0
BK001856,2023-12-31,2024-04-23,2024-04-26,3,2,0,Deluxe,Direct,IT,170.94,0,0,0,4.7
BK001857,2024-04-26,2024-08-15,2024-08-23,8,3,0,Executive,Direct,ES,498.92,0,0,0,4.4
BK001858,2022-02-25,2022-07-11,2022-07-15,4,2,0,Suite,Corporate,NL,421.98,0,0,4,4.7
BK001859,2022-04-24,2022-10-06,2022-10-18,12,3,0,Suite,Direct,CA,305.35,0,0,0,5
BK001860,2023-12-31,2024-03-01,2024-03-13,12,2,0,Executive,OTA,FR,351.74,3,0,0,4.3
BK001861,2025-02-27,2025-03-03,2025-03-11,8,3,0,Deluxe,OTA,NL,203.56,0,0,0,4.9
BK001862,2022-09-07,2022-10-16,2022-10-19,3,3,0,Suite,Corporate,NL,238.76,0,0,0,4.2
BK001863,2022-03-17,2022-06-19,2022-06-25,6,1,0,Standard,Direct,IT,163.73,0,0,7,5
BK001864,2025-02-24,2025-06-03,2025-06-04,1,3,0,Executive,Travel_Agent,FR,605.3,0,0,0,3.6
BK001865,2024-09-25,2024-10-10,2024-10-12,2,1,0,Standard,OTA,IT,124.49,0,0,0,4.2
BK001866,2025-10-22,2025-11-17,2025-11-25,8,3,0,Executive,Travel_Agent,BE,429.69,4,0,6,4.5
BK001867,2024-06-02,2024-08-14,2024-08-15,1,1,0,Deluxe,Direct,CA,230.29,2,1,0,0
BK001868,2023-05-27,2023-08-09,2023-08-22,13,2,0,Standard,Corporate,US,158.85,1,1,0,0
BK001869,2025-06-08,2025-11-22,2025-11-27,5,2,0,Suite,Direct,BE,263.54,0,0,0,4.5
BK001870,2024-12-29,2025-06-01,2025-06-02,1,1,0,Suite,Travel_Agent,NL,435.38,2,0,3,5
BK001871,2024-02-08,2024-06-28,2024-07-08,10,3,0,Suite,Travel_Agent,UK,380.3,0,0,0,4.1
BK001872,2024-05-07,2024-05-17,2024-05-30,13,1,0,Deluxe,Corporate,FR,191.63,0,0,0,5
BK001873,2023-01-28,2023-07-05,2023-07-07,2,1,0,Deluxe,Corporate,UK,245.85,1,0,0,4.5
BK001874,2025-05-20,2025-09-10,2025-09-11,1,1,1,Executive,Travel_Agent,FR,579.45,3,0,0,4.2
BK001875,2023-11-06,2023-12-28,2024-01-09,12,2,0,Standard,OTA,IT,173.79,1,0,0,3.9
BK001876,2022-07-19,2022-12-31,2023-01-12,12,1,0,Executive,Direct,CH,541.65,4,0,0,4.1
BK001877,2024-12-19,2025-02-05,2025-02-16,11,2,1,Suite,Corporate,US,311.99,3,0,0,4.2
BK001878,2023-06-07,2023-11-26,2023-12-02,6,3,0,Deluxe,Travel_Agent,BE,201.79,0,0,0,4.2
BK001879,2024-03-25,2024-03-31,2024-04-13,13,3,0,Standard,Travel_Agent,BE,113.23,1,0,0,4.6
BK001880,2024-01-03,2024-04-01,2024-04-02,1,2,0,Suite,Direct,IT,270.12,0,0,0,5
BK001881,2023-11-13,2023-12-21,2023-12-31,10,3,0,Executive,Direct,FR,522.87,4,1,0,0
BK001882,2025-07-29,2025-08-29,2025-08-31,2,3,0,Deluxe,Travel_Agent,UK,263.39,0,0,0,3.6
BK001883,2024-09-03,2024-12-13,2024-12-16,3,3,2,Standard,Corporate,US,145.3,0,0,0,4.5
BK001884,2024-11-20,2025-03-06,2025-03-12,6,3,0,Standard,OTA,CA,104.8,1,1,4,0
BK001885,2023-01-31,2023-04-27,2023-04-29,2,2,0,Standard,Corporate,FR,109.55,4,0,0,4.6
BK001886,2025-01-18,2025-02-20,2025-03-02,10,1,0,Suite,Travel_Agent,IT,263.27,0,0,0,5
BK001887,2024-12-18,2025-02-05,2025-02-10,5,2,0,Deluxe,Corporate,ES,205.36,0,0,0,3.9
BK001888,2023-05-03,2023-10-05,2023-10-15,10,1,0,Suite,Direct,US,291.34,4,0,0,5
BK001889,2025-10-31,2026-01-11,2026-01-16,5,1,0,Suite,Travel_Agent,CA,411.84,0,0,0,4.6
BK001890,2022-09-26,2022-11-17,2022-11-18,1,3,0,Deluxe,Corporate,FR,201.74,3,1,0,0
BK001891,2022-10-03,2023-02-04,2023-02-15,11,1,0,Deluxe,Corporate,US,172.32,4,0,0,4.3
BK001892,2025-10-12,2025-12-17,2025-12-20,3,1,0,Suite,OTA,DE,417.28,0,0,0,4.2
BK001893,2023-05-27,2023-06-30,2023-07-03,3,3,0,Suite,Direct,IT,381.28,0,0,4,4.6
BK001894,2024-12-20,2025-03-23,2025-03-25,2,2,0,Suite,Direct,UK,321.09,0,0,0,4.5
BK001895,2024-02-26,2024-06-18,2024-06-30,12,3,2,Standard,Direct,BE,183.98,0,0,4,3.9
BK001896,2024-09-17,2025-01-06,2025-01-13,7,1,0,Executive,Travel_Agent,CH,542.95,0,1,0,0
BK001897,2022-04-22,2022-09-28,2022-10-07,9,2,0,Suite,Travel_Agent,NL,421.95,0,0,2,4.3
BK001898,2025-04-30,2025-10-25,2025-11-07,13,3,2,Standard,Travel_Agent,BE,135.74,0,1,0,0
BK001899,2022-01-30,2022-05-24,2022-05-28,4,3,0,Deluxe,Travel_Agent,IT,165.22,3,0,0,4.9
BK001900,2024-08-18,2024-10-31,2024-11-10,10,3,0,Standard,Direct,BE,135.06,4,0,0,4.6
BK001901,2025-03-20,2025-07-16,2025-07-18,2,1,0,Suite,Travel_Agent,BE,334.45,0,0,0,5
BK001902,2023-02-26,2023-08-24,2023-08-30,6,1,1,Standard,OTA,CA,191.75,3,1,7,0
BK001903,2024-03-24,2024-04-27,2024-05-09,12,1,0,Suite,Travel_Agent,US,305.84,0,0,0,4.6
BK001904,2023-11-17,2023-12-07,2023-12-19,12,3,0,Suite,Direct,US,416.42,1,0,0,5
BK001905,2025-07-17,2025-08-20,2025-08-21,1,2,0,Executive,OTA,DE,496,3,0,0,4
BK001906,2023-11-05,2023-12-14,2023-12-23,9,3,1,Executive,Travel_Agent,CH,465.73,0,0,0,5
BK001907,2024-02-05,2024-03-20,2024-03-29,9,2,0,Deluxe,Corporate,IT,179.04,0,0,1,4.9
BK001908,2024-06-29,2024-09-13,2024-09-19,6,2,0,Suite,Corporate,UK,429.26,2,0,0,4.5
BK001909,2022-06-14,2022-08-13,2022-08-17,4,1,0,Executive,Travel_Agent,NL,571.55,0,0,3,4.8
BK001910,2024-08-05,2024-11-13,2024-11-25,12,1,0,Deluxe,Travel_Agent,UK,187.76,0,0,0,4.9
BK001911,2023-09-19,2024-02-18,2024-02-22,4,2,0,Deluxe,OTA,ES,167.11,0,0,5,4.9
BK001912,2022-11-08,2023-01-02,2023-01-08,6,3,0,Executive,Corporate,US,457.55,3,0,5,4.9
BK001913,2022-05-27,2022-06-03,2022-06-05,2,1,0,Deluxe,OTA,DE,260.86,2,0,0,3.4
BK001914,2024-11-12,2025-02-25,2025-03-04,7,1,2,Deluxe,Corporate,NL,186.93,1,0,0,4.1
BK001915,2025-10-19,2026-02-04,2026-02-06,2,2,0,Suite,OTA,US,288.57,0,0,0,4.1
BK001916,2023-05-19,2023-11-10,2023-11-18,8,1,0,Standard,OTA,US,115.65,0,0,0,3.4
BK001917,2024-05-11,2024-09-18,2024-09-24,6,2,1,Executive,Direct,NL,550.57,3,0,7,5
BK001918,2023-07-21,2023-12-31,2024-01-05,5,1,1,Executive,OTA,CA,489.13,0,0,7,5
BK001919,2023-10-13,2024-02-22,2024-02-23,1,3,2,Suite,Direct,ES,269.4,0,0,0,4.3
BK001920,2023-03-15,2023-07-01,2023-07-02,1,2,0,Suite,Corporate,ES,426.56,1,0,0,4.7
BK001921,2025-08-25,2025-10-23,2025-10-25,2,2,1,Standard,Travel_Agent,CH,121.76,0,0,0,4.7
BK001922,2025-03-22,2025-06-20,2025-06-23,3,1,0,Suite,OTA,US,384.64,4,0,6,4.4
BK001923,2024-10-24,2025-03-25,2025-03-27,2,1,1,Standard,Corporate,CH,136.85,0,0,0,3.9
BK001924,2025-03-01,2025-03-09,2025-03-20,11,2,0,Suite,OTA,US,271.06,0,0,0,4.2
BK001925,2024-02-18,2024-05-30,2024-06-01,2,3,0,Deluxe,Travel_Agent,FR,181.38,3,0,6,3.9
BK001926,2024-04-18,2024-09-02,2024-09-09,7,2,2,Standard,OTA,DE,155.97,4,0,2,4.9
BK001927,2022-12-18,2023-01-08,2023-01-11,3,1,0,Suite,Travel_Agent,BE,375.22,0,0,0,5
BK001928,2024-08-14,2024-09-18,2024-09-29,11,1,0,Suite,OTA,CA,447.15,0,0,6,5
BK001929,2025-05-28,2025-11-16,2025-11-23,7,2,0,Executive,Travel_Agent,US,355.61,1,0,0,4
BK001930,2022-03-04,2022-05-23,2022-06-04,12,1,0,Executive,Direct,UK,428.34,2,1,0,0
BK001931,2024-10-10,2024-11-06,2024-11-10,4,3,0,Executive,OTA,FR,344.79,0,0,0,4.7
BK001932,2024-07-08,2024-11-17,2024-11-26,9,1,0,Suite,OTA,FR,310.29,3,0,0,4.3
BK001933,2022-05-31,2022-06-28,2022-07-06,8,3,0,Standard,Corporate,CA,146.05,0,0,0,4.4
BK001934,2025-11-11,2026-03-03,2026-03-15,12,3,0,Executive,Direct,US,401.08,3,0,0,3.8
BK001935,2023-10-05,2023-10-23,2023-11-04,12,2,0,Deluxe,Travel_Agent,NL,183.49,1,0,2,4.3
BK001936,2023-08-01,2023-08-10,2023-08-12,2,1,0,Executive,Corporate,CH,475.5,2,0,0,4.6
BK001937,2024-12-19,2025-03-04,2025-03-13,9,2,0,Deluxe,Corporate,IT,166.78,0,0,0,3.4
BK001938,2025-03-23,2025-04-10,2025-04-14,4,3,0,Deluxe,Travel_Agent,UK,162.9,4,1,0,0
BK001939,2024-11-18,2025-01-31,2025-02-10,10,2,0,Deluxe,Travel_Agent,ES,266.71,2,0,0,5
BK001940,2025-11-02,2026-03-30,2026-04-09,10,1,0,Deluxe,Travel_Agent,US,175.11,0,1,0,0
BK001941,2025-04-24,2025-08-17,2025-08-20,3,3,2,Suite,Corporate,ES,418.08,0,0,7,4.8
BK001942,2025-11-07,2026-02-27,2026-03-04,5,3,0,Suite,OTA,CH,246.21,3,0,0,5
BK001943,2022-01-06,2022-03-31,2022-04-08,8,2,0,Suite,OTA,UK,262.83,1,0,7,5
BK001944,2024-08-02,2025-01-07,2025-01-14,7,2,0,Executive,Corporate,DE,421.96,0,0,0,5
BK001945,2022-10-12,2023-01-16,2023-01-29,13,1,2,Deluxe,OTA,ES,263.65,0,1,7,0
BK001946,2024-04-22,2024-05-10,2024-05-16,6,2,0,Deluxe,OTA,DE,202.05,0,0,0,4
BK001947,2024-02-21,2024-03-14,2024-03-17,3,2,0,Executive,Corporate,US,419.21,3,0,0,4.4
BK001948,2022-12-09,2023-05-29,2023-06-03,5,3,0,Deluxe,Direct,FR,176.33,0,0,0,3.4
BK001949,2024-05-09,2024-08-28,2024-08-31,3,3,0,Standard,Travel_Agent,IT,165.49,0,0,0,4.1
BK001950,2024-10-22,2024-10-26,2024-10-31,5,3,0,Suite,OTA,NL,297.99,4,0,0,4.4
BK001951,2024-11-11,2025-01-24,2025-02-04,11,1,0,Executive,Travel_Agent,BE,444.95,0,1,0,0
BK001952,2023-10-21,2023-12-18,2023-12-20,2,1,0,Deluxe,Travel_Agent,CA,238.48,0,0,0,3.4
BK001953,2022-10-04,2022-10-26,2022-11-07,12,2,0,Executive,Direct,IT,394.7,1,0,1,3.9
BK001954,2022-06-29,2022-07-05,2022-07-10,5,3,0,Suite,Travel_Agent,IT,339.37,0,0,0,5
BK001955,2022-03-27,2022-07-25,2022-07-28,3,1,0,Standard,Direct,FR,153.27,0,0,0,5
BK001956,2023-01-10,2023-02-12,2023-02-24,12,3,0,Deluxe,Corporate,NL,166.58,2,1,0,0
BK001957,2022-11-10,2023-04-29,2023-05-09,10,2,0,Suite,Corporate,DE,257.54,0,0,0,5
BK001958,2023-08-11,2023-11-21,2023-12-01,10,3,0,Deluxe,OTA,FR,200.29,0,0,0,4
BK001959,2025-07-07,2026-01-03,2026-01-09,6,1,0,Suite,OTA,NL,331.08,2,1,4,0
BK001960,2024-07-16,2024-12-04,2024-12-08,4,1,0,Suite,Travel_Agent,DE,329.7,0,0,7,5
BK001961,2024-07-28,2025-01-02,2025-01-10,8,2,2,Suite,Travel_Agent,ES,394.89,3,0,3,5
BK001962,2023-10-20,2024-03-31,2024-04-05,5,1,0,Deluxe,Travel_Agent,UK,154.28,0,0,6,3.4
BK001963,2025-08-06,2025-10-22,2025-10-25,3,3,0,Executive,OTA,CH,394.2,1,0,0,4.3
BK001964,2022-01-19,2022-05-12,2022-05-19,7,2,0,Executive,Travel_Agent,FR,353.01,0,0,0,4.7
BK001965,2024-01-05,2024-05-16,2024-05-18,2,1,0,Standard,Direct,US,137.91,4,0,0,4
BK001966,2024-03-09,2024-08-06,2024-08-16,10,2,0,Executive,OTA,BE,560.27,0,0,0,4.3
BK001967,2022-01-22,2022-04-13,2022-04-26,13,2,0,Suite,Direct,DE,248.74,0,0,0,3.8
BK001968,2022-09-14,2022-11-24,2022-11-26,2,3,0,Deluxe,OTA,CA,172.57,4,0,0,3.8
BK001969,2024-11-11,2024-12-10,2024-12-20,10,2,0,Executive,Corporate,DE,500.37,4,0,5,4.2
BK001970,2022-03-31,2022-04-17,2022-04-21,4,1,0,Standard,Direct,CA,130.41,0,0,0,4
BK001971,2023-12-15,2024-02-21,2024-02-27,6,2,0,Deluxe,Travel_Agent,DE,156.18,0,0,0,4.8
BK001972,2022-08-11,2022-10-09,2022-10-20,11,1,0,Suite,Direct,CA,243.81,3,1,0,0
BK001973,2022-08-07,2022-12-22,2022-12-24,2,2,0,Deluxe,Direct,US,243.13,1,0,0,4.4
BK001974,2022-10-31,2023-01-18,2023-01-23,5,1,1,Deluxe,Corporate,UK,226.03,0,1,0,0
BK001975,2022-09-22,2023-01-02,2023-01-05,3,1,0,Executive,Direct,ES,500.33,0,0,0,4.7
BK001976,2023-08-02,2023-12-09,2023-12-22,13,3,0,Standard,OTA,DE,161.72,4,0,0,4.1
BK001977,2025-10-31,2026-04-24,2026-04-30,6,3,0,Suite,OTA,IT,314.59,2,0,1,4.3
BK001978,2023-09-17,2024-01-31,2024-02-04,4,3,2,Suite,Travel_Agent,FR,275.04,0,0,0,4.8
BK001979,2023-09-04,2024-02-11,2024-02-21,10,2,0,Standard,OTA,NL,106.27,1,0,0,4.1
BK001980,2022-02-14,2022-04-15,2022-04-23,8,1,0,Standard,Corporate,UK,129.74,1,1,4,0
BK001981,2022-12-17,2023-05-02,2023-05-12,10,2,0,Suite,Travel_Agent,ES,290.87,3,0,0,3.9
BK001982,2025-10-27,2026-02-17,2026-03-01,12,1,0,Standard,OTA,ES,127.74,4,0,0,4.4
BK001983,2022-10-17,2023-04-04,2023-04-09,5,3,1,Executive,OTA,IT,369.13,0,0,0,4.7
BK001984,2024-12-31,2025-06-14,2025-06-17,3,3,0,Suite,Corporate,BE,344.03,4,1,3,0
BK001985,2025-07-14,2025-10-13,2025-10-16,3,2,2,Executive,OTA,US,331.22,0,0,0,3.5
BK001986,2024-08-03,2024-10-29,2024-11-11,13,1,0,Standard,Direct,UK,116.79,0,0,0,4.2
BK001987,2024-10-25,2024-11-21,2024-11-26,5,1,0,Standard,Travel_Agent,US,129.79,0,0,4,5
BK001988,2024-05-23,2024-08-23,2024-08-25,2,1,0,Suite,Direct,NL,364.02,0,0,0,4.6
BK001989,2025-09-13,2025-12-08,2025-12-14,6,2,0,Deluxe,OTA,CA,208.51,0,0,0,4.2
BK001990,2024-03-02,2024-06-18,2024-06-22,4,3,1,Deluxe,Corporate,CH,257.61,0,0,0,3.3
BK001991,2023-06-27,2023-10-28,2023-11-05,8,3,0,Deluxe,OTA,IT,201.85,1,0,0,3.3
BK001992,2023-01-12,2023-04-03,2023-04-05,2,3,0,Deluxe,Corporate,CH,167.6,4,0,0,4.1
BK001993,2023-07-27,2023-10-30,2023-11-04,5,1,0,Standard,Direct,IT,128.36,0,0,0,4.1
BK001994,2023-12-21,2024-01-18,2024-01-28,10,1,0,Deluxe,Travel_Agent,FR,228.29,0,0,0,4.7
BK001995,2025-05-10,2025-05-22,2025-06-01,10,3,2,Executive,Direct,CA,348.24,0,0,0,5
BK001996,2025-11-13,2026-03-06,2026-03-09,3,1,0,Suite,Travel_Agent,CH,286.17,0,0,0,5
BK001997,2024-06-23,2024-10-02,2024-10-04,2,3,0,Executive,Direct,DE,329.97,0,0,0,4.4
BK001998,2022-12-01,2023-02-10,2023-02-13,3,3,0,Standard,OTA,IT,119.73,3,1,0,0
BK001999,2025-08-18,2025-08-26,2025-09-08,13,2,0,Standard,Direct,IT,178.9,1,0,0,4.2
BK002000,2023-06-09,2023-08-05,2023-08-12,7,1,0,Deluxe,Corporate,FR,279.13,0,0,2,4.7
BK002001,2023-03-16,2023-05-30,2023-06-12,13,1,0,Suite,OTA,US,238.08,0,0,7,5
BK002002,2025-04-23,2025-09-17,2025-09-18,1,2,0,Suite,Corporate,ES,367.72,1,0,0,5
BK002003,2024-04-18,2024-05-11,2024-05-21,10,2,0,Standard,Corporate,US,130.04,0,0,5,4.4
BK002004,2025-08-19,2025-09-01,2025-09-10,9,1,0,Executive,Travel_Agent,IT,459.46,2,0,2,3.8
BK002005,2022-10-30,2023-04-06,2023-04-18,12,2,0,Suite,OTA,IT,290.62,2,0,0,4.8
BK002006,2022-05-09,2022-09-17,2022-09-29,12,2,0,Suite,Travel_Agent,CA,345.05,0,0,0,4.9
BK002007,2024-12-26,2025-03-30,2025-04-09,10,1,2,Suite,Corporate,ES,268.06,4,0,7,5
BK002008,2025-11-18,2026-04-28,2026-05-10,12,2,0,Deluxe,Direct,FR,155.07,0,0,0,4.5
BK002009,2022-03-31,2022-07-09,2022-07-16,7,1,0,Deluxe,Direct,BE,283.46,0,0,0,4.6
BK002010,2025-08-03,2025-12-29,2026-01-11,13,1,0,Standard,Corporate,IT,171.04,1,0,0,4.3
BK002011,2023-06-08,2023-08-20,2023-08-28,8,1,0,Standard,Direct,FR,170.6,4,0,0,4.1
BK002012,2023-06-16,2023-08-12,2023-08-14,2,2,0,Suite,Direct,CH,417.75,3,0,0,4.4
BK002013,2025-08-12,2026-01-08,2026-01-09,1,3,0,Executive,OTA,NL,455.82,0,0,5,4.5
BK002014,2023-02-08,2023-07-17,2023-07-24,7,2,0,Suite,Travel_Agent,ES,340.43,0,0,0,4.8
BK002015,2025-08-09,2026-01-19,2026-01-29,10,2,0,Executive,OTA,CA,455.01,2,0,0,3.7
BK002016,2024-07-21,2024-10-04,2024-10-06,2,3,0,Deluxe,Corporate,CA,156.96,0,0,0,4.1
BK002017,2023-07-23,2023-11-30,2023-12-10,10,1,0,Suite,OTA,US,289.64,0,0,0,4.9
BK002018,2022-08-22,2023-02-17,2023-02-28,11,3,0,Deluxe,OTA,NL,189.18,0,1,0,0
BK002019,2025-04-09,2025-04-25,2025-05-01,6,2,0,Deluxe,OTA,DE,155.19,0,0,0,3.8
